movie_id,title,overview,subject,keywords,cast,crew,recom
12245,The Oxford Murders,"At Oxford University, a professor and a grad student work together to try and stop a potential series of murders seemingly linked by mathematical symbols",Crime Mystery Thriller,mathematician mathematics oxford symbol triangle masschildkilling,ElijahWood JohnHurt LeonorWatling,u00c1lexdelaIglesia,"[12245, 9493, 55616, 500, 595, 34723, 82533, 12094, 18320, 8847, 19997, 1792, 9718, 43933, 10350, 1995, 2266, 323270, 12079, 63020, 33196, 40862, 153518, 62, 377, 66025, 9615, 119458, 58574, 14284, 62255, 790, 591, 5780, 26390, 10676, 8095, 46738, 692, 205321, 10773, 9555, 17995, 84188, 2011, 34592, 24977, 9473, 296099, 824]"
12246,Mongol: The Rise of Genghis Khan,"The story recounts the early life of Genghis Khan, a slave who went on to conquer half the world in the 11th century.",History,mongolia genghiskhan,TadanobuAsano SunHonglei KhulanChuluun,SergeiBodrov,"[12246, 10545, 11620, 24432, 48171, 21311, 116977, 39895, 6968, 26672, 225235, 319069, 6020, 321741, 41730, 70436, 14902, 14120, 185008, 70160, 41216, 11186, 1808, 8869, 2157, 4012, 9920, 9045, 62402, 4688, 218500, 17186, 14811, 142132, 1497, 708, 6519, 38665, 7509, 58428, 7347, 23963, 61984, 12207, 16288, 9273, 14271, 652, 174362, 10664]"
12247,Shotgun Stories,"Shotgun Stories tracks a feud that erupts between two sets of half brothers following the death of their father. Set against the cotton fields and back roads of Southeast Arkansas, these brothers discover the lengths to which each will go to protect their family.",Drama Thriller,brotherbrotherrelationship lossoffather arkansas,MichaelShannon GlendaPannell LynnseeProvence,JeffNichols,"[12247, 50538, 9400, 50839, 28005, 51540, 13700, 391, 9907, 175574, 86304, 9042, 87567, 18886, 12621, 217, 14729, 497, 10514, 152742, 9802, 15208, 15017, 11249, 6217, 197, 44912, 9837, 49517, 62204, 78814, 77949, 8618, 8914, 159037, 41513, 356216, 13600, 16158, 18840, 71157, 9100, 68812, 335778, 9276, 43593, 1687, 211557, 14161, 8367]"
12257,Home Fries,"Dorian and Angus chase down their womanizing stepfather with a helicopter, frightening him to death. In his effort to cover their tracks, Dorian begins investigating his stepfather's mistress, Sally. She works at a fast-food drive-through, she's pregnant and Dorian quickly falls in love with her. Unfortunately, his scheming mother wants Sally dead. And Sally isn't sure she wants Dorian to be her child's father and also his brother.",Drama Comedy Romance,waitress infidelity plannedmurder pregnancyandbirth funeral widow hamburger junkfood,DrewBarrymore CatherineO'Hara LukeWilson,DeanParisot,"[12257, 111794, 10557, 863, 11426, 1246, 20360, 401, 216015, 6978, 23988, 18191, 34341, 13495, 50725, 6964, 10192, 13154, 286217, 138697, 49020, 361505, 944, 18240, 9655, 10025, 84329, 10226, 8545, 76494, 20763, 2289, 1930, 1590, 11658, 59968, 5178, 1417, 231576, 10632, 22327, 9440, 19615, 8676, 1088, 105, 56930, 9813, 11499, 6877]"
12271,Factory Girl,"In the mid-1960s, wealthy debutant Edie Sedgwick meets artist Andy Warhol. She joins Warhol's famous Factory and becomes his muse. Although she seems to have it all, Edie cannot have the love she craves from Andy, and she has an affair with a charismatic musician, who pushes her to seek independence from the artist and the milieu.",Drama,newyork alcohol sex infidelity nudity artist gallery interview studio biography addiction party love independentfilm singer art drug gayman socialite scene film warhol,SiennaMiller GuyPearce HaydenChristensen,GeorgeHickenlooper,"[12271, 549, 2841, 6521, 74777, 1808, 44264, 338, 47327, 9702, 24973, 28355, 47889, 604, 592, 54580, 40805, 11495, 29963, 12509, 10929, 111794, 225235, 115, 294254, 1491, 14836, 44990, 11956, 1619, 10586, 125123, 142132, 9302, 71552, 3683, 1088, 2610, 9804, 8848, 293863, 10822, 216015, 102840, 22556, 1792, 11026, 115872, 144340, 2539]"
12277,Undercover Brother,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",Action Comedy,usapresident doublelife policyandorganisations undercover intelligence partner duringcreditsstinger,EddieGriffin ChrisKattan DeniseRichards,MalcolmD.Lee,"[12277, 24973, 13260, 607, 10655, 39183, 10586, 1894, 258489, 12096, 13490, 25388, 29514, 429, 84401, 604, 319069, 16290, 7446, 61791, 8871, 45269, 11619, 228165, 16619, 8982, 12509, 10764, 11026, 10353, 642, 11702, 14631, 205775, 834, 616, 17043, 13460, 36648, 608, 40862, 23618, 216282, 26791, 549, 49953, 951, 19489, 41317, 152747]"
12279,Spy Kids 3-D: Game Over,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",Action Adventure Comedy Family ScienceFiction,videogame intelligence liberation childhero mission,AntonioBanderas CarlaGugino AlexaPenaVega,RobertRodriguez,"[12279, 157, 2454, 9447, 10069, 168530, 199, 49444, 9488, 11460, 56288, 342, 98, 1656, 663, 9072, 16651, 24126, 188927, 9036, 49517, 65, 24055, 15067, 121, 168, 71, 13983, 228165, 5176, 13460, 71679, 49953, 287424, 13996, 361505, 10783, 3472, 10029, 389, 8850, 9291, 68728, 109451, 2669, 1852, 64328, 11843, 56292, 88751]"
12281,Mean Creek,"Teenagers living in small-town Oregon take a boat trip for a birthday celebration. When they get an idea to play a mean trick on the town bully, it suddenly goes too far. Soon they're forced to deal with the unexpected consequences of their actions.",Crime Drama,suicide alcohol secret birthday lake oregon brother party love friends prank bully drug gayman naked invite dare,RoryCulkin ScottMechlowicz TrevorMorgan,JacobAaronEstes,"[12281, 14709, 277519, 813, 20616, 309, 409, 12509, 68724, 48340, 2453, 9555, 2320, 8095, 346, 288980, 13335, 8326, 29963, 18785, 489, 920, 12819, 5503, 59108, 71552, 602, 5176, 54580, 12192, 33155, 40805, 122081, 14914, 17663, 755, 100, 18886, 40862, 78, 11618, 77, 193893, 377, 11975, 17130, 31175, 10655, 11702, 9615]"
12289,Red Cliff,"In the early third century, the land of Wu is invaded by the warlord Cao Cao and his million soldiers. The ruler of Wu, Sun Quan, calls on the rival warlord Liu Bei for help, but their two armies are still badly outnumbered. However, the Wu strategist Zhou Yu sees that Cao Cao's army is unused to battling on the sea, which may just give them a chance if they can exploit this weakness properly.",Adventure Drama Action,flamingarrow chinesehistory strategy carrierpigeon spearthrowing walloffire whitedove casualtyofwar arrowinback chinesetradition chinesepainting brokenarrow,ChangChen HuJun TonyLeungChiu-Wai,JohnWoo,"[12289, 27586, 387, 1427, 11818, 147767, 97630, 43884, 43867, 84175, 23759, 113947, 63006, 12079, 16614, 84188, 364083, 26390, 27380, 16911, 34069, 8069, 117, 9473, 6968, 1878, 3062, 71688, 11194, 66607, 33196, 112937, 864, 13403, 70478, 35, 89708, 8810, 11011, 50620, 18570, 10152, 13898, 2011, 328307, 49948, 15389, 37232, 9619, 9013]"
12312,Joe Somebody,"When underappreciated video specialist Joe Scheffer is brutally humiliated by the office bully Mark McKinney in front of his daughter, Joe begins a quest for personal redemption. He proceeds by enduring a personal make-over and takes martial arts lessons from a B-action star. As news spreads of his rematch with Mark, Joe suddenly finds himself the center of attention, ascending the corporate ladder and growing in popularity. He's determined to show everyone in his life that he is not a nobody, but a force to be reckoned with.",Comedy,profession karate daughter befu00f6rderung ex-wife parking slap,TimAllen JulieBowen KellyLynch,JohnPasquin,"[12312, 27936, 54580, 244114, 9388, 318040, 25248, 9408, 152747, 204082, 13950, 10956, 121676, 354624, 253626, 2755, 252360, 225235, 76349, 62255, 40862, 12602, 33468, 202575, 43090, 24748, 3683, 9448, 1931, 98, 14425, 1579, 89708, 44113, 22327, 222649, 657, 9900, 132316, 1590, 10314, 107315, 67238, 9045, 1402, 14778, 8676, 23963, 13223, 13785]"
12400,Redbelt,"Is there room for principle in Los Angeles? Mike Terry teaches jujitsu and barely makes ends meet. His Brazilian wife, whose family promotes fights, wants to see Mike in the ring making money, but to him competition is degrading. A woman sideswipes Mike's car and then, after an odd sequence of events, shoots out the studio's window. Later that evening, Mike rescues an action movie star in a fistfight at a bar. In return, the actor befriends Mike, gives him a gift, offers him work on his newest film, and introduces Mike's wife to his own - the women initiate business dealings. Then, things go sour all at once, Mike's debts mount, and going into the ring may be his only option.",Drama,filmmaking filmproducer videosurveillance sport interracialmarriage autoaccident instructor jujitsu moviestar nightstick husband liferelationship setup windowsmashing,ChiwetelEjiofor TimAllen AliceBraga,DavidMamet,"[12400, 10545, 11831, 8869, 27936, 747, 9045, 152747, 278, 13950, 37799, 8848, 10314, 107315, 54580, 10873, 23963, 652, 12657, 16288, 821, 14271, 533, 48171, 174362, 16448, 277216, 225235, 25248, 63020, 59968, 67238, 38117, 242582, 7518, 597, 162903, 16642, 43884, 10339, 21311, 26428, 2211, 216015, 11620, 1931, 7347, 7735, 2447, 12602]"
12403,A Perfect Getaway,"For their honeymoon, newlyweds Cliff and Cydney head to the tropical islands of Hawaii. While journeying through the paradisaical countryside the couple encounters Kale and Cleo, two disgruntled hitchhikers and Nick and Gina, two wild but well-meaning spirits who help guide them through the lush jungles. The picturesque waterfalls and scenic mountainsides quickly give way to terror when Cliff and Cydney learn of a grisly murder that occurred nearby and realize that they're being followed by chance acquaintances that suspiciously fit the description of the killers.",Thriller Mystery Adventure,hawaii honeymoon doublemurder murder,MillaJovovich TimothyOlyphant SteveZahn,DavidTwohy,"[12403, 188652, 121, 613, 24977, 40862, 162903, 20455, 71157, 8293, 40658, 277216, 89708, 27759, 46332, 46829, 44639, 654, 174, 10781, 6519, 10514, 597, 811, 2292, 57612, 159037, 9718, 14914, 112937, 207769, 60400, 10135, 121826, 54897, 15122, 59917, 13516, 62255, 46256, 205775, 7278, 2133, 27551, 19495, 10533, 1880, 704, 10016, 94329]"
12404,Me and Orson Welles,"New York, 1937. A teenager hired to star in Orson Welles' production of Julius Caesar becomes attracted to a career-driven production assistant.",Comedy Drama Romance,newyork basedonnovel historicalfigure theater 1930s,ZacEfron ClaireDanes ChristianMcKay,RichardLinklater,"[12404, 7863, 70, 52067, 11499, 957, 713, 431, 401, 10632, 19265, 51497, 11954, 668, 10629, 340816, 10366, 331190, 62, 752, 5955, 4011, 10288, 2022, 294600, 12160, 50646, 9563, 1696, 324322, 12797, 257211, 19255, 273895, 245, 173931, 10673, 36669, 1934, 87827, 91076, 8836, 17127, 8835, 133694, 786, 1378, 8488, 10970, 44865]"
12405,Slumdog Millionaire,"Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ‘Who Wants to Be a Millionaire?’ but, after he wins, he is suspected of cheating.",Drama Romance,slum indianlead cheating suspicion gameshow orphan duringcreditsstinger,DevPatel FreidaPinto AnilKapoor,DannyBoyle,"[12405, 24748, 48035, 436, 211086, 9348, 33155, 11051, 8952, 17663, 3059, 49478, 83666, 21641, 9705, 156022, 7509, 43306, 126319, 266856, 813, 41508, 10773, 783, 496, 37495, 12079, 9454, 264660, 17139, 31163, 2503, 29963, 2493, 31175, 6488, 84188, 3683, 4174, 121676, 11935, 40920, 157336, 2320, 19644, 33468, 409, 591, 54580, 10186]"
12410,Good,"The rise of national socialism in Germany should not be regarded as a conspiracy of madmen. Millions of ""good"" people found themselves in a society spiralling into terrible chaos. A film about then, which illuminates the terrors of now.",Drama,germany nazis nazism euthanasia,ViggoMortensen JasonIsaacs MarkStrong,VicenteAmorim,"[12410, 11818, 6488, 30315, 62677, 16351, 84175, 89540, 123678, 42109, 29595, 69382, 36095, 135595, 262543, 287625, 37903, 27380, 11935, 12289, 97630, 18238, 55616, 215211, 824, 1427, 34069, 319910, 44639, 256274, 17994, 12555, 12838, 14902, 364083, 5072, 16158, 371085, 935, 89708, 10313, 9793, 63006, 13362, 8847, 70478, 18900, 326576, 20981, 50620]"
12412,Miracle at St. Anna,"Miracle at St. Anna chronicles the story of four American soldiers who are members of the all-black 92nd ""Buffalo Soldier"" Division stationed in Tuscany, Italy during World War II.",Drama War,blackpeople worldwarii toscana village soldier partisan,DerekLuke MichaelEaly LazAlonso,SpikeLee,"[12412, 424, 228150, 8741, 935, 925, 72913, 13849, 13405, 8338, 14292, 22, 72431, 244776, 10159, 821, 10364, 11249, 321741, 11237, 34069, 10135, 49517, 7944, 25388, 40880, 9361, 135595, 698, 15005, 152760, 120467, 12162, 25769, 3536, 68734, 46829, 454, 2447, 1245, 194, 17578, 11287, 281230, 10105, 533, 72976, 409, 27759, 2133]"
12429,Ponyo,"The son of a sailor, 5-year old Sosuke lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish. The daughter of a masterful wizard and a sea goddess, Ponyo uses her father's magic to transform herself into a young girl and quickly falls in love with Sosuke, but the use of such powerful sorcery causes a dangerous imbalance in the world. As the moon steadily draws nearer to the earth and Ponyo's father sends the ocean's mighty waves to find his daughter, the two children embark on an adventure of a lifetime to save the world and fulfill Ponyo's dreams of becoming human.",Animation Family,mother fish cliff father mermaid princess anime,YuriaNara HirokiDoi GeorgeTokoro,HayaoMiyazaki,"[12429, 218500, 202575, 98, 27569, 11132, 196, 71157, 38786, 57612, 22488, 135595, 9459, 10781, 9388, 48382, 43090, 39183, 62402, 2133, 9833, 20455, 19405, 26672, 81005, 9361, 54518, 22617, 201, 613, 39895, 319069, 8293, 68726, 1880, 60400, 9610, 228165, 49953, 222649, 12155, 2454, 10135, 27759, 45881, 46332, 13785, 14631, 11973, 15067]"
12437,Underworld: Rise of the Lycans,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",Fantasy Action Adventure ScienceFiction Thriller,prison underworld slavery castle vampire war werewolf battle slave dungeon fangvamp,BillNighy MichaelSheen RhonaMitra,PatrickTatopoulos,"[12437, 9570, 5902, 12142, 84401, 205775, 1271, 36648, 23398, 8967, 54518, 3683, 319069, 39183, 8982, 1895, 39895, 1894, 14631, 15067, 9387, 10592, 1880, 9448, 549, 31909, 31867, 10514, 81005, 45881, 98, 316727, 11973, 8293, 9388, 122, 25388, 10586, 82702, 10397, 38543, 10781, 604, 13460, 12228, 142132, 26843, 23531, 99861, 24973]"
12454,All or Nothing,"Penny's love for her partner, taxi-driver Phil, has run dry. He is a gentle, philosophical guy, and she works on the checkout at a supermarket...",Comedy Drama,,JamesCorden TimothySpall RuthSheen,MikeLeigh,"[12454, 25793, 6575, 18240, 1246, 594, 27759, 492, 4951, 425, 13342, 24940, 194, 9655, 9087, 11932, 950, 1642, 27029, 927, 9026, 10215, 15655, 11866, 2211, 10625, 104, 16172, 209274, 46889, 12160, 121826, 20533, 10681, 14353, 86304, 77931, 11247, 72207, 11109, 1874, 22488, 144340, 8053, 37735, 3472, 1988, 55180, 12498, 136795]"
12479,Breakfast of Champions,A portrait of a fictional town in the mid west that is home to a group of idiosyncratic and slightly neurotic characters. Dwayne Hoover is a wealthy car dealer-ship owner that's on the brink of suicide and is losing touch with reality.,Comedy,wifehusbandrelationship success author extramaritalaffair,BruceWillis AlbertFinney NickNolte,AlanRudolph,"[12479, 613, 42151, 28005, 121826, 42345, 43090, 9548, 66468, 10285, 215211, 12403, 468, 37686, 119450, 78814, 57612, 9821, 5178, 38786, 135595, 20737, 11051, 12429, 24137, 216282, 71157, 433, 14629, 6217, 2062, 13785, 10533, 49517, 27569, 15976, 9092, 11632, 44639, 3083, 32316, 9543, 8265, 31117, 9902, 45958, 391, 18947, 2211, 8065]"
12484,The Forsaken,A young man is in a race against time as he searches for a cure after becoming infected with a virus that will eventually turn him into a blood-sucking vampire.,Action Adventure Horror Thriller,vampire fullmoon poster hitchhiker homoeroticism newspaperheadline vampireslayer switchblade guninmouth filmcanister playingchicken bloodsucking trafficviolation virus,KerrSmith BrendanFehr IzabellaMiko,J.S.Cardone,"[12484, 66607, 113947, 49040, 3028, 40185, 26390, 147767, 864, 49948, 10530, 540, 68818, 12079, 11313, 591, 16614, 15239, 35, 15875, 3062, 10776, 11011, 2300, 182291, 253306, 12289, 31163, 71688, 756, 364083, 260778, 1911, 2493, 27586, 17139, 84175, 9473, 27380, 30596, 407887, 43867, 254472, 256274, 62116, 71805, 63006, 211086, 8069, 8810]"
12486,Farce of the Penguins,"In this spoof of ""March of the Penguins,"" nature footage of penguins near the South Pole gets a soundtrack of human voices. Carl and Jimmy, best friends, walk 70 miles to the mating grounds where the female penguins wait. The huddled masses of females - especially Melissa and Vicki - talk about males, mating, and what might happen this year. Carl, Jimmy, and the other males make the long trek talking about food, fornication and flatulence. Until this year, Carl's sex life has been dismal, but he falls hard for Melissa. She seems to like him. A crisis develops when Jimmy comes upon something soft in the dark. Can friends forgive? Does parenthood await Carl and Melissa?",Comedy Documentary,penguin balzen antarctic,SamuelL.Jackson JimBelushi WhoopiGoldberg,BobSaget,"[12486, 57612, 335778, 613, 71157, 440, 1880, 615, 287815, 54897, 10135, 277519, 48382, 2447, 46332, 39183, 9092, 391, 14631, 12403, 11973, 53182, 8293, 207769, 9072, 11237, 33157, 312793, 18840, 24977, 122917, 37985, 9099, 12228, 6519, 22488, 109451, 47941, 40862, 59917, 9549, 188652, 37903, 8741, 27759, 762, 10140, 222649, 26843, 9459]"
12498,Sling Blade,"Karl Childers is a mentally disabled man who has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, Karl is deemed fit to be released into the outside world.",Drama,independentfilm repairshop southern deaththreat story religiousart fatherfigure,BillyBobThornton DwightYoakam J.T.Walsh,BillyBobThornton,"[12498, 391, 134371, 49517, 8265, 18712, 2009, 10135, 11249, 23330, 1687, 10533, 46829, 84175, 135595, 152747, 9045, 321741, 62204, 11411, 71157, 824, 62677, 328307, 9654, 45958, 159037, 9746, 10140, 84197, 13516, 69382, 613, 1427, 54580, 11516, 11866, 9737, 222649, 8053, 8202, 435, 16158, 40862, 42109, 11382, 15976, 45226, 2447, 398]"
12506,Cry Freedom,"A dramatic story, based on actual events, about the friendship between two men struggling against apartheid in South Africa in the 1970s. Donald Woods is a white liberal journalist in South Africa who begins to follow the activities of Stephen Biko, a courageous and outspoken black anti-apartheid activist.",Drama,journalist 1970s malefriendship southafrica apartheid,DenzelWashington KevinKline PenelopeWilton,RichardAttenborough,"[12506, 9470, 1123, 11658, 1858, 29514, 1777, 39486, 17710, 157422, 31932, 2312, 14043, 9481, 72766, 660, 24137, 39183, 603, 13067, 16995, 10523, 38356, 288980, 196, 1909, 13516, 97367, 59917, 926, 44048, 22256, 1588, 122917, 612, 11228, 9991, 291081, 277519, 22617, 613, 23330, 10913, 558, 11024, 53457, 920, 287815, 7459, 91314]"
12508,Rock Star,"Rock Star tells the story of Chris Cole and a rock band called Steel Dragon. Cole is a photocopier technician by day, and the lead singer of a Steel Dragon tribute band called ""Blood Pollution"" by night.Internal struggles between the Steel Dragon band members culminate with the firing of the lead singer, Bobby Beers and the starting of recruitment sessions to find a new vocalist. Loosely inspired by the true story of the heavy metal band Judas Priest.",Music Drama Comedy,rockstar success discontentednessanddispleasedness heavymetal relationshipproblems,MarkWahlberg JenniferAniston JasonFlemyng,StephenHerek,"[12508, 57612, 11843, 205775, 10865, 122917, 142132, 9387, 53182, 71157, 82702, 11973, 14631, 14902, 41216, 34584, 89540, 39183, 18947, 257932, 21283, 10982, 319069, 40862, 114065, 159037, 15049, 11249, 84401, 31117, 16323, 11132, 9610, 1808, 31908, 253412, 38786, 325123, 89708, 222649, 1245, 8293, 43947, 61984, 9092, 26672, 26815, 333355, 1725, 7446]"
12509,Pollock,"In August of 1949, Life Magazine ran a banner headline that begged the question: ""Jackson Pollock: Is he the greatest living painter in the United States?"" The film is a look back into the life of an extraordinary man, a man who has fittingly been called ""an artist dedicated to concealment, a celebrity who nobody knew."" As he struggled with self-doubt, engaging in a lonely tug-of-war between needing to express himself and wanting to shut the world out, Pollock began a downward spiral.",Drama Romance,artist success relationshipproblems alcoholism independentfilm fallinginlove,EdHarris MarciaGayHarden TomBower,EdHarris,"[12509, 409, 24973, 36648, 152747, 84401, 10514, 8293, 68724, 8095, 38665, 1892, 54580, 40862, 29514, 9388, 8265, 11026, 49081, 89708, 7446, 142132, 99861, 9093, 1894, 11051, 642, 39183, 14709, 134597, 45881, 616, 10655, 78814, 225235, 2841, 657, 8871, 18840, 45269, 41216, 6521, 613, 134371, 11499, 1696, 11702, 24748, 133931, 121]"
12535,High Anxiety,"Dr. Richard Thorndyke arrives as new administrator of the Psychoneurotic Institute for the Very, VERY Nervous to discover some suspicious goings-on. When he's framed for murder, Dr. Thorndyke must confront his own psychiatric condition, ""high anxiety,"" in order to clear his name.",Comedy Music,industrialist vertigo hitman lighthouse spoof hitchcockian,MelBrooks MadelineKahn ClorisLeachman,MelBrooks,"[12535, 278, 10117, 9285, 9045, 1248, 48171, 9434, 194, 9707, 242582, 10844, 8699, 146239, 19556, 35169, 21494, 144340, 9955, 85, 29463, 11620, 10545, 70160, 39269, 166624, 32740, 1246, 12246, 281230, 11426, 39895, 8848, 10534, 12400, 244339, 8869, 279, 13960, 8386, 953, 9825, 10425, 83770, 24432, 37206, 1931, 2661, 1415, 1593]"
12555,I Served the King of England,"Jan Dítě has been released from a Czech prison just before the very end of his 15-year sentence. Settling in a town near the border, he occupies his time with rebuilding a deserted house, and recalling his past. His main wish in life was to be a millionaire. Jan begins his career as a frankfurter vendor, and slowly learns the power of money and the influence it exerts over people.",Comedy Drama,expensiverestaurant luxury adolfhitler prague sudetendeutsch littleboy nazigermany,IvanBarnev Oldu0159ichKaiser JuliaJentsch,Jiu0159u00edMenzel,"[12555, 37232, 326284, 935, 7913, 38428, 84175, 222649, 387, 2395, 23759, 45054, 51942, 20520, 16523, 12289, 40658, 115210, 112937, 27380, 824, 27936, 38780, 38717, 12602, 50620, 117, 597, 63006, 113947, 1878, 40794, 295914, 43884, 10197, 27586, 658, 13516, 9013, 43867, 69382, 13889, 8357, 159037, 1427, 12838, 14120, 188652, 848, 595]"
12569,Extract,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.",Comedy,infidelity conman thief independentfilm business manufacturing industrialaccident duringcreditsstinger sexlessmarriage misfortune,JasonBateman MilaKunis KristenWiig,MikeJudge,"[12569, 7913, 54580, 15239, 848, 10776, 3080, 268917, 38810, 75674, 113947, 50848, 15581, 214, 188652, 8357, 207769, 8814, 35073, 10314, 22301, 250546, 9548, 12602, 783, 62255, 29595, 7453, 43884, 37232, 616, 4032, 253306, 762, 10316, 10416, 12079, 27586, 260778, 44413, 2266, 597, 2009, 11026, 48035, 33196, 152742, 89861, 2395, 13158]"
12573,A Serious Man,"A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",Comedy Drama,professor darkcomedy telephonecall aftercreditsstinger 1960s,MichaelStuhlbarg RichardKind FredMelamed,JoelCoen EthanCoen,"[12573, 371690, 48035, 37232, 328307, 84188, 72914, 117, 43884, 43867, 7913, 12289, 8069, 2009, 62255, 1382, 11411, 43595, 4553, 15927, 13516, 332, 68818, 8814, 84175, 1878, 935, 12838, 65203, 21461, 215924, 45958, 756, 824, 10530, 18570, 13342, 1590, 113947, 54580, 22805, 11818, 13889, 16052, 13198, 64973, 2266, 97630, 595, 20520]"
12586,Bella,"An international soccer star is on his way to sign a multimillion dollar contract when something happens that brings his career to an abrupt end. A beautiful waitress, struggling to make it in New York City, discovers something about herself that she's unprepared for. In one irreversible moment, their lives are turned upside down.",Drama Romance,waitress beach independentfilm soccer girl chancemeeting flashback,TammyBlanchard Angu00e9licaAragu00f3n AliLandry,AlejandroMonteverde,"[12586, 312791, 9427, 13198, 21494, 11804, 13811, 38810, 16448, 45658, 38448, 24424, 11282, 227973, 54580, 14538, 50848, 10314, 107315, 10339, 9372, 244339, 9566, 11469, 23963, 32740, 13950, 12100, 13056, 272724, 25, 24226, 17186, 74777, 29963, 12819, 362765, 8386, 244114, 27936, 193603, 20360, 99826, 92591, 44413, 3080, 44990, 12657, 296099, 1523]"
12589,Jimmy Neutron: Boy Genius,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.",Action Adventure Animation Comedy Family Fantasy ScienceFiction,showdown gi villain genius alien rescue miniaturization robot battle lasergun spear boygenius,DebiDerryberry MeganCavanagh MarkDeCarlo,JohnA.Davis,"[12589, 13053, 10914, 17710, 134374, 6278, 811, 9408, 39781, 704, 39513, 10715, 41508, 228161, 136797, 17768, 27936, 40963, 19405, 9093, 19585, 16016, 31175, 152742, 20542, 19255, 9003, 21641, 4995, 99861, 76285, 9350, 112937, 11499, 121676, 43653, 11283, 37786, 10416, 783, 248, 318040, 18885, 290555, 23963, 226458, 10615, 89861, 595, 104896]"
12596,Pushing Tin,"Two air traffic controllers (John Cusack, Billy Bob Thornton) who thrive on living dangerously compete to outdo each other on several levels.",Comedy Drama,competition airport aircontroller adversary,JohnCusack BillyBobThornton CateBlanchett,MikeNewell,"[12596, 100, 2288, 115, 2652, 1813, 8386, 9372, 1696, 9504, 39780, 10715, 813, 55787, 9362, 8469, 9716, 1677, 594, 174311, 1646, 44594, 77, 289, 338, 14662, 713, 11619, 4935, 18892, 48171, 9277, 23685, 79, 11932, 802, 14369, 49022, 48034, 698, 11536, 1883, 83666, 581, 10246, 9427, 11023, 592, 191229, 9487]"
12602,The Torture Chamber of Dr. Sadism,"In the Olden Tymes, Count Regula is drawn and quartered for killing twelve virgins in his dungeon torture chamber. Thirty-five years later, he comes back to seek revenge on the daughter of his intended thirteenth victim and the son of his prosecutor in order to attain immortal life.",Mystery Horror History,snake cut-offarm pit revitalization descendant count surrealism,LexBarker ChristopherLee KarinDor,HaraldReinl,"[12602, 597, 2395, 43884, 112937, 2133, 323270, 62402, 33196, 12289, 89708, 29595, 613, 747, 37232, 225235, 10314, 27936, 14914, 29697, 12838, 7913, 326284, 783, 27586, 71688, 38717, 14120, 9388, 935, 19495, 72914, 54580, 8913, 985, 63006, 2266, 84175, 811, 89861, 127918, 5072, 14271, 152747, 16614, 43090, 6968, 37056, 7509, 13950]"
12610,Osmosis Jones,"A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",Adventure Animation Action Comedy Family,cold flu lethalvirus constructionworker,ChrisRock LaurenceFishburne DavidHydePierce,BobbyFarrelly PeterFarrelly,"[12610, 11516, 10955, 49051, 76203, 20337, 135595, 11451, 11818, 30139, 215924, 36819, 4107, 2493, 96721, 14022, 13374, 72976, 943, 14324, 10198, 9598, 10187, 591, 46829, 222649, 37931, 20520, 59678, 27380, 209112, 84659, 292, 354624, 11199, 9889, 783, 231617, 19495, 22805, 38428, 857, 48340, 15624, 11411, 38543, 26963, 121, 246449, 84175]"
